plot,genre
A woman who writes wedding speeches for a living has never been in a relationship — until the groom of her most important client falls for her. There is no going back.,Romance
"In a world where memory can be surgically extracted and stored, a detective specializes in solving crimes committed against people with no memory of the crime. The real enemy is closer than anyone thinks.",Sci-Fi
Two book lovers who have been anonymous pen pals for years discover they work in rival bookshops on the same street. The consequences are irreversible.,Romance
A couple in their seventies navigates the slow grief of one partner's Alzheimer's diagnosis. There is no going back.,Drama
"A virus spreads through a remote island community that causes its victims to act out their deepest, darkest impulses. Nothing is what it seems.",Horror
A child's imaginary friend begins leaving physical evidence of its existence that the adults can no longer explain away. Every choice has a cost.,Horror
"Two former partners in crime reunite for one last heist, but one of them has been turned by the FBI.",Crime
A woman discovers letters from the 1940s hidden in a wall during her renovation and becomes obsessed with the love story inside them. Time is running out.,Romance
A ghostwriter helping a celebrity publish her memoir falls for the celebrity while reading the most vulnerable chapters of her life. Secrets have a way of surfacing.,Romance
A satellite engineer discovers that a government weather control network is being used as a weapon against civilian populations.,Sci-Fi
A blacksmith's daughter discovers she can hear the memories of every object she touches and is recruited by a secret order of historians.,Fantasy
"A young sailor races alone across the Pacific Ocean, battling storms, equipment failures, and his own self-doubt.",Adventure
A trauma surgeon starts seeing shadows of future accidents on her patients before the injuries actually occur. The real enemy is closer than anyone thinks.,Horror
"After a séance goes wrong, every mirror in the house begins showing a place that doesn't exist — and something in that place is watching. Loyalties are tested.",Horror
"During a hostage crisis on a speeding train, a lone marshal must outsmart a group of mercenaries armed with military-grade explosives. Nothing is what it seems.",Action
Two rival martial arts champions are pitted against each other by a weapons dealer who needs one of them dead. Loyalties are tested.,Action
